Country_Tag,Country_Population_K,Country_Core_Population_K,Country_NonCore_Population_K,Conscription_Rate,Num_Owned_States,Num_Core_States,Num_Controlled_States,Stability,War_Support,Military_Factories,Civilian_Factories,Naval_Dockyards,Total_Factories,Total_Controlled_Factories,Total_Owned_Factories,Avg_Infra_per_State,Oil_Units,Oil_Barrels_Thousands,Aluminium_Units,Aluminium_Tons_Thousands,Rubber_Units,Rubber_Tons_Thousands,Tungsten_Units,Tungsten_Tons_Thousands,Steel_Units,Steel_Tons_Thousands,Chromium_Units,Chromium_Tons_Thousands,Coal,Coal_ShortTons_Thousands,Maximum_Potential_Exporting,Total_Country_GDP_M,Resource_Sector_GDP_USD_M,Resource_Share_Pct,Subsistence_Sector_GDP_USD_M,Subsistence_Share_Pct,Country_GDP_per_C,Global_Inflation,Global_Labor_Efficiency,Source_File
FGJ,8997,0,0,3%,4,7,4,0,0,1,4,1,6,6,6,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,25%,1186,0,-0%,547,46%,131,0%,0%,generate_country_csv_report_1724-01-01-12.csv
FUL,1001,0,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,76,0,0%,76,100%,75,0%,0%,generate_country_csv_report_1724-01-01-12.csv
GHN,4016,0,0,3%,3,3,3,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,422,0,0%,375,88%,105,0%,0%,generate_country_csv_report_1724-01-01-12.csv
GNG,4006,0,0,3%,2,2,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,13400,25%,435,15,3%,375,86%,108,0%,0%,generate_country_csv_report_1724-01-01-12.csv
IWE,1001,0,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,76,0,0%,76,100%,75,0%,0%,generate_country_csv_report_1724-01-01-12.csv
JJY,3004,0,0,3%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,10050,25%,237,11,4%,228,96%,79,0%,0%,generate_country_csv_report_1724-01-01-12.csv
LCF,8012,0,0,3%,4,4,4,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,9,450,0,0,3,2010,25%,765,2,0%,716,93%,95,0%,0%,generate_country_csv_report_1724-01-01-12.csv
LCS,3483,0,0,3%,5,5,5,0,0,2,2,0,4,4,4,0,0,0,0,0,45,90,0,0,3,150,0,0,6,4020,25%,575,7,1%,327,56%,165,0%,0%,generate_country_csv_report_1724-01-01-12.csv
LMC,23380,0,0,3%,6,6,6,0,0,4,6,1,11,11,11,0,0,0,0,0,5,10,10,1,20,1000,0,0,35,23450,25%,2693,55,2%,1439,53%,115,0%,0%,generate_country_csv_report_1724-01-01-12.csv
LMN,90976,0,0,3%,10,45,10,0,0,4,7,4,15,15,15,0,0,0,7,3,0,0,0,0,49,2450,0,0,0,0,25%,6142,8,0%,3728,60%,67,0%,0%,generate_country_csv_report_1724-01-01-12.csv
LPR,5007,0,0,3%,2,2,2,0,0,4,0,0,4,4,4,0,0,0,0,0,0,0,0,0,10,500,-2,-5,0,0,25%,573,0,0%,380,66%,114,0%,0%,generate_country_csv_report_1724-01-01-12.csv
MYU,1011,0,0,3%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,76,0,0%,76,100%,75,0%,0%,generate_country_csv_report_1724-01-01-12.csv
NRS,5107,0,0,3%,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,42,0,0,25%,589,4,0%,585,99%,115,0%,0%,generate_country_csv_report_1724-01-01-12.csv
NWE,5708,0,0,3%,4,4,4,0,0,0,3,1,4,4,4,0,0,0,0,0,32,64,0,0,-6,-300,0,0,0,0,25%,1075,0,0%,554,51%,188,0%,0%,generate_country_csv_report_1724-01-01-12.csv
ODS,2103,0,0,2%,3,3,3,0,0,0,4,0,4,4,4,0,0,0,0,0,0,0,0,0,-8,-400,45,112,0,0,25%,416,19,4%,226,54%,198,0%,0%,generate_country_csv_report_1724-01-01-12.csv
QGW,24681,0,0,3%,3,3,3,0,0,3,1,0,4,4,4,0,0,0,0,0,0,0,33,4,8,400,15,37,0,0,25%,1660,11,0%,1472,88%,67,0%,0%,generate_country_csv_report_1724-01-01-12.csv
RDN,3755,0,0,2%,7,7,7,0,0,2,6,0,8,8,8,0,0,0,0,0,0,0,0,0,4,200,108,270,0,0,0%,877,54,6%,300,34%,233,0%,0%,generate_country_csv_report_1724-01-01-12.csv
ROM,6720,0,0,3%,4,7,4,0,0,4,7,2,13,13,13,0,0,0,0,0,0,0,0,0,19,950,7,17,8,5360,25%,1735,17,1%,525,30%,258,0%,0%,generate_country_csv_report_1724-01-01-12.csv
RPG,16869,0,0,3%,5,5,5,0,0,2,3,3,8,8,8,0,0,0,0,0,15,30,16,2,11,550,0,0,17,11390,25%,2305,23,1%,969,42%,136,0%,0%,generate_country_csv_report_1724-01-01-12.csv
RPT,2003,0,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,152,0,0%,152,100%,75,0%,0%,generate_country_csv_report_1724-01-01-12.csv
SEC,5007,0,0,2%,5,5,5,0,0,3,0,0,3,3,3,0,0,0,0,0,0,0,0,0,11,550,-2,-5,0,0,25%,419,0,0%,383,91%,83,0%,0%,generate_country_csv_report_1724-01-01-12.csv
SHE,1001,0,0,3%,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,76,0,0%,76,100%,75,0%,0%,generate_country_csv_report_1724-01-01-12.csv
SSJ,1972,0,0,3%,2,2,2,0,0,1,1,0,2,2,2,0,0,0,0,0,20,40,0,0,4,200,0,0,1,670,25%,230,1,0%,122,52%,116,0%,0%,generate_country_csv_report_1724-01-01-12.csv
WYK,5007,0,0,3%,5,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,562,0,0%,562,100%,112,0%,0%,generate_country_csv_report_1724-01-01-12.csv
XIF,3505,0,0,3%,2,2,2,0,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,25%,384,0,-0%,296,77%,109,0%,0%,generate_country_csv_report_1724-01-01-12.csv
XIN,2003,0,0,3%,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,233,0,0%,233,100%,116,0%,0%,generate_country_csv_report_1724-01-01-12.csv
ABL,2472,0,0,0%,7,7,7,0,0,1,3,0,4,4,4,0,0,0,0,0,0,0,8,1,-6,-300,14,35,0,0,50%,299,7,2%,231,77%,120,1%,2%,generate_country_csv_report_1725-01-01-01.csv
BHK,4420,0,0,3%,14,14,14,0,0,3,9,1,13,14,14,0,1,550,0,0,0,0,29,4,-10,-500,17,42,17,11390,50%,952,50,5%,397,41%,215,1%,2%,generate_country_csv_report_1725-01-01-01.csv
COA,19484,0,0,2%,9,31,9,0,0,20,21,5,46,46,42,0,0,0,131,65,0,0,0,0,222,11100,19,47,190,127300,0%,6705,796,11%,1000,14%,354,1%,2%,generate_country_csv_report_1725-01-01-01.csv
DOO,858,0,0,0%,7,7,7,0,0,2,2,0,4,5,5,0,3,1650,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,77,2,2%,69,90%,90,1%,2%,generate_country_csv_report_1725-01-01-01.csv
DTP,865,0,0,0%,2,2,2,0,0,3,2,0,5,5,5,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,108,0,-0%,93,85%,125,1%,2%,generate_country_csv_report_1725-01-01-01.csv
FDN,975,0,0,0%,6,7,6,0,0,2,5,2,9,9,9,0,1,550,0,0,0,0,0,0,-10,-500,0,0,0,0,50%,223,0,0%,82,36%,229,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HNT,2828,0,0,0%,4,7,4,0,0,0,1,2,3,5,5,0,2,1100,0,0,0,0,0,0,6,300,-2,-5,0,0,50%,699,1,0%,301,43%,247,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HYP,305,0,0,0%,2,2,2,0,0,1,2,0,3,3,3,0,0,0,6,3,0,0,0,0,-4,-200,0,0,0,0,50%,33,0,0%,32,95%,111,1%,2%,generate_country_csv_report_1725-01-01-01.csv
INH,1476,0,0,0%,3,6,3,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,168,0,-0%,164,97%,113,1%,2%,generate_country_csv_report_1725-01-01-01.csv
KST,261,0,0,0%,2,2,2,0,0,3,3,0,6,6,6,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,17,0,-2%,17,99%,67,1%,2%,generate_country_csv_report_1725-01-01-01.csv
LLD,5899,0,0,0%,6,6,6,0,0,4,3,0,7,7,7,0,0,0,7,3,0,0,0,0,4,200,0,0,0,0,50%,831,0,0%,484,58%,141,1%,2%,generate_country_csv_report_1725-01-01-01.csv
MLB,68,0,0,0%,1,1,1,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-200,0,0,1,670,50%,5,0,11%,5,90%,84,1%,2%,generate_country_csv_report_1725-01-01-01.csv
MTR,1594,0,0,0%,5,8,5,0,0,3,4,3,10,10,10,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,552,0,-0%,151,27%,346,1%,2%,generate_country_csv_report_1725-01-01-01.csv
NLL,231,0,0,0%,2,16,2,0,0,2,2,0,4,4,4,0,0,0,2,1,0,0,0,0,-3,-150,0,0,4,2680,50%,20,3,18%,17,82%,89,1%,2%,generate_country_csv_report_1725-01-01-01.csv
OAK,58028,0,0,2%,39,39,39,0,0,19,166,19,204,173,170,0,76,30400,78,39,0,0,88,13,628,31400,224,560,145,97150,50%,36376,7634,20%,2303,6%,636,1%,2%,generate_country_csv_report_1725-01-01-01.csv
PLK,330,0,0,1%,2,4,2,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,3,0,-4,-200,4,10,0,0,50%,36,1,4%,33,91%,111,1%,2%,generate_country_csv_report_1725-01-01-01.csv
SHT,605,0,0,0%,4,7,4,0,0,3,4,0,7,7,7,0,3,1650,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,51,2,4%,45,89%,84,1%,2%,generate_country_csv_report_1725-01-01-01.csv
TAM,13210,0,0,3%,24,24,24,0,0,4,23,0,27,25,25,0,0,0,0,0,0,0,39,5,-29,-1450,0,0,0,0,50%,1668,21,1%,320,19%,126,1%,2%,generate_country_csv_report_1725-01-01-01.csv
TPD,519,0,0,0%,3,3,3,0,0,1,1,0,2,4,4,0,0,0,0,0,0,0,6,0,-4,-200,9,22,3,2010,50%,61,6,10%,51,83%,117,1%,2%,generate_country_csv_report_1725-01-01-01.csv
TPP,13183,0,0,3%,28,28,28,0,0,6,6,0,12,11,11,0,0,0,22,11,0,0,0,0,1,50,-4,-10,0,0,50%,1659,0,0%,1172,70%,125,1%,2%,generate_country_csv_report_1725-01-01-01.csv
TRH,6425,0,0,2%,4,11,4,0,0,5,8,0,13,13,13,0,6,3300,0,0,0,0,16,2,37,1850,29,72,0,0,0%,1526,34,2%,417,27%,237,1%,2%,generate_country_csv_report_1725-01-01-01.csv
TRI,2608,0,0,0%,5,7,5,0,0,1,3,0,4,3,3,0,0,0,0,0,0,0,17,2,-4,-200,22,55,0,0,50%,392,12,3%,287,73%,150,1%,2%,generate_country_csv_report_1725-01-01-01.csv
UEK,12770,0,0,3%,19,21,19,0,0,4,8,5,17,17,17,0,0,0,0,0,0,0,5,0,-7,-350,14,35,13,8710,25%,3102,30,0%,975,31%,242,1%,2%,generate_country_csv_report_1725-01-01-01.csv
WGK,420,0,0,0%,4,4,4,0,0,2,4,2,8,8,8,0,0,0,0,0,0,0,0,0,-8,-400,31,77,0,0,50%,115,12,11%,41,36%,273,1%,2%,generate_country_csv_report_1725-01-01-01.csv
AAV,101,0,0,0%,1,1,1,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,12,0,-2%,11,97%,119,1%,2%,generate_country_csv_report_1725-01-01-01.csv
AGC,5345,0,0,1%,6,6,6,0,0,4,11,5,20,15,15,0,0,0,25,12,0,0,0,0,33,1650,0,0,0,0,50%,2648,8,0%,284,10%,495,1%,2%,generate_country_csv_report_1725-01-01-01.csv
AHM,1166,0,0,2%,7,7,7,0,0,5,8,0,13,14,14,0,0,0,0,0,0,0,0,0,-18,-900,0,0,0,0,25%,158,-2,-1%,113,71%,135,1%,2%,generate_country_csv_report_1725-01-01-01.csv
ARN,3796,0,0,0%,8,14,8,0,0,6,7,1,14,13,13,0,0,0,0,0,0,0,29,4,-2,-100,0,0,7,4690,50%,1008,20,2%,262,26%,265,1%,2%,generate_country_csv_report_1725-01-01-01.csv
ATL,6254,0,0,2%,4,4,4,0,0,3,11,3,17,12,12,0,45,24750,0,0,60,120,0,0,-12,-600,0,0,0,0,50%,2463,77,3%,191,7%,393,1%,2%,generate_country_csv_report_1725-01-01-01.csv
AUC,4607,0,0,1%,15,15,15,0,0,6,15,5,26,20,20,0,9,4950,9,4,0,0,0,0,28,1400,0,0,0,0,50%,2258,24,1%,386,17%,490,1%,2%,generate_country_csv_report_1725-01-01-01.csv
AUF,1307,0,0,1%,5,5,5,0,0,1,4,1,6,10,10,0,0,0,14,7,0,0,0,0,-10,-500,0,0,35,23450,50%,328,41,12%,127,38%,250,1%,2%,generate_country_csv_report_1725-01-01-01.csv
BTR,17265,0,0,3%,25,25,25,0,0,5,12,3,20,19,19,0,12,6600,0,0,0,0,20,3,1,50,0,0,30,20100,50%,3082,92,3%,1571,50%,178,1%,2%,generate_country_csv_report_1725-01-01-01.csv
CPF,330,0,0,3%,1,4,1,0,0,4,2,0,6,6,6,0,0,0,0,0,0,0,0,0,5,250,0,0,0,0,0%,39,0,0%,36,93%,119,1%,2%,generate_country_csv_report_1725-01-01-01.csv
CUL,142,0,0,3%,1,3,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,4,0,0%,4,99%,30,1%,2%,generate_country_csv_report_1725-01-01-01.csv
ETV,340,0,0,0%,1,1,1,0,0,0,3,0,3,2,2,0,17,11050,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,56,17,30%,38,67%,165,1%,2%,generate_country_csv_report_1725-01-01-01.csv
FLU,285,0,0,3%,2,2,2,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,21,0,-1%,20,97%,73,1%,2%,generate_country_csv_report_1725-01-01-01.csv
FRO,488,0,0,3%,3,3,3,0,0,0,3,0,3,5,5,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,54,0,-1%,49,91%,111,1%,2%,generate_country_csv_report_1725-01-01-01.csv
JIN,577,0,0,2%,1,1,1,0,0,3,4,0,7,7,7,0,0,0,0,0,0,0,2,0,-4,-200,0,0,0,0,25%,80,0,0%,67,84%,138,1%,2%,generate_country_csv_report_1725-01-01-01.csv
KHM,6488,0,0,3%,13,13,13,0,0,5,9,0,14,18,18,0,0,0,0,0,0,0,0,0,-4,-200,0,0,23,15410,50%,1495,39,2%,560,37%,230,1%,2%,generate_country_csv_report_1725-01-01-01.csv
KKV,509,0,0,0%,1,1,1,0,0,3,1,0,4,4,4,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,50%,63,0,-0%,57,89%,125,1%,2%,generate_country_csv_report_1725-01-01-01.csv
KSA,4173,0,0,3%,8,10,8,0,0,4,8,4,16,14,14,0,3,1650,6,3,18,36,0,0,7,350,0,0,0,0,50%,1785,6,0%,421,23%,427,1%,2%,generate_country_csv_report_1725-01-01-01.csv
LNV,340,0,0,0%,1,1,1,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,41,0,-0%,38,91%,122,1%,2%,generate_country_csv_report_1725-01-01-01.csv
LOC,101,0,0,2%,1,1,1,0,0,3,2,0,5,5,5,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,25%,10,0,-2%,10,100%,106,1%,2%,generate_country_csv_report_1725-01-01-01.csv
MES,819,0,0,2%,1,1,1,0,0,2,3,0,5,5,5,0,0,0,0,0,0,0,0,0,-6,-300,0,0,19,12730,50%,132,19,14%,91,69%,161,1%,2%,generate_country_csv_report_1725-01-01-01.csv
MJU,33205,0,0,2%,21,22,21,0,0,11,25,7,43,41,41,0,6,4200,24,12,10,20,22,3,17,850,0,0,43,28810,35%,6825,199,2%,1842,26%,205,1%,2%,generate_country_csv_report_1725-01-01-01.csv
MNG,2864,0,0,3%,7,7,7,0,0,4,5,1,10,9,9,0,3,1650,0,0,0,0,0,0,6,300,0,0,0,0,50%,481,3,0%,200,41%,168,1%,2%,generate_country_csv_report_1725-01-01-01.csv
MRV,152,0,0,0%,1,1,1,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,17,0,-1%,17,97%,115,1%,2%,generate_country_csv_report_1725-01-01-01.csv
OOD,7231,0,0,3%,1,1,1,0,0,1,2,0,3,3,3,0,0,0,0,0,7,14,0,0,-4,-200,0,0,0,0,50%,793,0,-0%,552,69%,109,1%,2%,generate_country_csv_report_1725-01-01-01.csv
PER,245,0,0,2%,1,1,1,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,-1,-50,0,0,0,0,25%,28,0,-0%,27,95%,117,1%,2%,generate_country_csv_report_1725-01-01-01.csv
QDT,2345,0,0,3%,15,16,15,0,0,3,8,3,14,16,16,0,23,12650,3,1,0,0,0,0,28,1400,0,0,0,0,25%,808,32,4%,165,20%,344,1%,2%,generate_country_csv_report_1725-01-01-01.csv
QUE,3122,0,0,2%,12,12,12,0,0,3,9,5,17,21,21,0,0,0,0,0,0,0,0,0,-22,-1100,0,0,0,0,25%,1673,-2,-0%,292,17%,535,1%,2%,generate_country_csv_report_1725-01-01-01.csv
RIV,680,0,0,1%,2,2,2,0,0,0,2,0,2,0,0,0,23,12650,0,0,28,56,0,0,0,0,0,0,0,0,50%,91,18,20%,76,83%,133,1%,2%,generate_country_csv_report_1725-01-01-01.csv
RJV,200,0,0,1%,1,1,1,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,24,0,-1%,23,94%,123,1%,2%,generate_country_csv_report_1725-01-01-01.csv
RNV,340,0,0,0%,1,1,1,0,0,0,1,0,1,1,1,0,13,7150,0,0,0,0,0,0,-2,-100,0,0,0,0,50%,49,9,18%,38,76%,146,1%,2%,generate_country_csv_report_1725-01-01-01.csv
SDP,26651,0,0,4%,7,28,7,0,0,10,25,6,41,18,18,0,19,11400,19,9,0,0,0,0,22,1100,0,0,20,13400,75%,4894,148,3%,1322,27%,183,1%,2%,generate_country_csv_report_1725-01-01-01.csv
SKE,712,0,0,3%,2,2,2,0,0,3,4,0,7,7,7,0,0,0,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,97,0,-0%,82,84%,137,1%,2%,generate_country_csv_report_1725-01-01-01.csv
SMP,19212,0,0,4%,5,5,5,0,0,1,10,0,11,12,12,0,0,0,0,0,0,0,62,9,-3,-150,0,0,23,15410,75%,2500,71,2%,1392,55%,130,1%,2%,generate_country_csv_report_1725-01-01-01.csv
SPC,6473,0,0,2%,7,11,7,0,0,5,10,4,19,17,17,0,13,7150,6,3,0,0,0,0,9,450,7,17,0,0,50%,2074,26,1%,431,20%,320,1%,2%,generate_country_csv_report_1725-01-01-01.csv
SPP,27354,0,0,4%,7,17,7,0,0,1,11,4,16,22,22,0,18,10800,0,0,0,0,0,0,7,350,0,0,0,0,75%,4530,58,1%,731,16%,165,1%,2%,generate_country_csv_report_1725-01-01-01.csv
SRV,340,0,0,0%,1,1,1,0,0,1,5,2,8,7,7,0,14,7700,0,0,0,0,0,0,-8,-400,0,0,0,0,50%,89,13,15%,16,18%,263,1%,2%,generate_country_csv_report_1725-01-01-01.csv
TNV,254,0,0,0%,1,1,1,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,30,0,-0%,28,93%,119,1%,2%,generate_country_csv_report_1725-01-01-01.csv
UMB,1839,0,0,3%,4,4,4,0,0,3,6,1,10,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,452,0,0%,180,39%,245,1%,2%,generate_country_csv_report_1725-01-01-01.csv
USV,101,0,0,0%,1,1,1,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50%,7,0,0%,7,99%,77,1%,2%,generate_country_csv_report_1725-01-01-01.csv
WEA,204,0,0,3%,1,1,1,0,0,2,3,0,5,5,5,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,24,0,-1%,22,95%,117,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HHE,75177,0,0,1%,20,20,20,0,0,13,28,5,46,49,49,0,4,2200,8,4,0,0,26,3,22,1100,45,112,0,0,50%,9494,175,1%,3399,35%,126,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HBB,8177,0,0,-0%,7,7,7,0,0,3,5,2,10,11,11,0,0,0,0,0,0,0,0,0,-2,-100,0,0,3,2010,75%,1637,3,0%,855,52%,200,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HCR,3207,0,0,3%,12,12,12,0,0,1,3,0,4,9,9,0,1,550,0,0,0,0,0,0,10,500,-2,-5,0,0,50%,525,0,0%,242,46%,163,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HER,4434,0,0,3%,14,14,14,0,0,3,3,0,6,8,8,0,0,0,6,3,0,0,7,1,2,100,4,10,0,0,50%,609,3,0%,458,75%,137,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HET,2269,0,0,3%,4,1,4,0,0,2,2,0,4,10,10,0,0,0,0,0,0,0,0,0,8,400,0,0,1,670,50%,399,1,0%,231,58%,246,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HLF,18883,0,0,3%,11,11,11,0,0,7,13,2,22,25,25,0,16,8800,18,9,0,0,0,0,25,1250,0,0,10,6700,50%,3917,64,1%,1163,29%,207,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HNO,5970,0,0,3%,4,4,4,0,0,10,37,0,47,11,11,0,34,18700,7,3,0,0,5,0,29,1450,9,22,30,20100,50%,1441,296,20%,620,43%,241,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HPP,12433,0,0,2%,17,17,17,0,0,3,5,3,11,23,23,0,0,0,0,0,11,22,0,0,-9,-450,0,0,0,0,50%,2659,0,-0%,1010,37%,217,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HRF,4501,0,0,3%,8,8,8,0,0,1,4,0,5,11,11,0,0,0,0,0,0,0,10,1,-8,-400,6,15,20,13400,50%,715,26,3%,418,58%,158,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HSP,15751,0,0,3%,16,21,16,0,0,4,6,6,16,22,22,0,0,0,0,0,0,0,7,1,7,350,6,15,0,0,50%,3591,6,0%,1337,37%,228,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HST,48085,0,0,2%,21,26,21,0,0,6,13,5,24,31,31,0,3,1650,0,0,0,0,21,3,21,1050,13,32,12,8040,50%,7291,80,1%,3475,47%,163,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HTP,22647,0,0,3%,12,12,12,0,0,5,10,8,23,25,25,0,0,0,6,3,11,22,0,0,19,950,0,0,9,6030,50%,5160,23,0%,1221,23%,227,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HUM,4771,0,0,2%,11,7,11,0,0,2,6,0,8,10,10,0,0,0,0,0,0,0,0,0,-14,-700,0,0,0,0,50%,806,-1,-0%,463,57%,178,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HUP,4801,0,0,3%,6,19,6,0,0,0,1,2,3,7,7,0,0,0,0,0,0,0,0,0,4,200,0,0,0,0,50%,1185,0,0%,439,37%,258,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HWA,2875,0,0,3%,7,15,7,0,0,1,3,0,4,9,9,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,493,0,-0%,302,61%,171,1%,2%,generate_country_csv_report_1725-01-01-01.csv
AVE,126,0,0,0%,2,7,2,0,0,1,2,0,3,3,3,0,0,0,0,0,0,0,0,0,7,350,0,0,6,4020,50%,14,6,41%,9,66%,117,1%,2%,generate_country_csv_report_1725-01-01-01.csv
ANA,571,0,0,0%,2,2,2,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,54,0,-0%,50,92%,95,1%,2%,generate_country_csv_report_1725-01-01-01.csv
BIU,172,0,0,0%,2,7,2,0,0,2,2,0,4,4,4,0,0,0,0,0,0,0,0,0,12,600,0,0,9,6030,50%,26,9,35%,18,70%,155,1%,2%,generate_country_csv_report_1725-01-01-01.csv
CPV,8016,0,0,3%,6,6,6,0,0,5,6,0,11,11,11,0,0,0,0,0,0,0,14,2,21,1050,39,97,15,10050,0%,1474,45,3%,780,52%,183,1%,2%,generate_country_csv_report_1725-01-01-01.csv
DOC,2652,0,0,3%,4,9,4,0,0,3,4,0,7,7,7,0,0,0,0,0,0,0,21,3,15,750,37,92,0,0,0%,476,22,4%,307,64%,179,1%,2%,generate_country_csv_report_1725-01-01-01.csv
DMP,1731,0,0,3%,7,9,7,0,0,4,2,0,6,7,7,0,0,0,0,0,0,0,0,0,1,50,0,0,0,0,50%,222,0,0%,185,83%,128,1%,2%,generate_country_csv_report_1725-01-01-01.csv
ERP,653,0,0,2%,2,2,2,0,0,2,3,0,5,5,5,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,74,0,-0%,66,89%,113,1%,2%,generate_country_csv_report_1725-01-01-01.csv
FIK,1598,0,0,2%,3,3,3,0,0,1,3,2,6,6,6,0,0,0,0,0,0,0,0,0,-2,-100,0,0,0,0,50%,453,0,-0%,177,39%,283,1%,2%,generate_country_csv_report_1725-01-01-01.csv
GSD,5131,0,0,2%,4,4,4,0,0,4,4,0,8,9,9,0,0,0,0,0,0,0,9,1,16,800,17,42,0,0,25%,936,12,1%,128,13%,182,1%,2%,generate_country_csv_report_1725-01-01-01.csv
HPV,333,0,0,4%,2,5,2,0,0,2,1,0,3,5,5,0,16,8800,0,0,0,0,0,0,-4,-200,0,0,0,0,0%,36,10,30%,25,70%,108,1%,2%,generate_country_csv_report_1725-01-01-01.csv
IHS,2061,0,0,4%,3,3,3,0,0,2,1,0,3,5,5,0,4,2200,0,0,0,0,0,0,0,0,0,0,0,0,50%,241,2,1%,209,86%,116,1%,2%,generate_country_csv_report_1725-01-01-01.csv
KGK,4919,0,0,0%,7,13,7,0,0,2,6,0,8,8,8,0,0,0,0,0,0,0,0,0,-5,-250,0,0,0,0,50%,909,0,-0%,472,51%,184,1%,2%,generate_country_csv_report_1725-01-01-01.csv
LEE,2107,0,0,0%,6,8,6,0,0,0,3,2,5,5,5,0,0,0,0,0,0,0,0,0,-6,-300,0,0,0,0,50%,464,0,-0%,164,35%,220,1%,2%,generate_country_csv_report_1725-01-01-01.csv
LRO,377,0,0,0%,4,5,4,0,0,2,1,0,3,5,5,0,0,0,0,0,0,0,0,0,-4,-200,0,0,0,0,50%,39,0,-0%,36,92%,103,1%,2%,generate_country_csv_report_1725-01-01-01.csv
MRC,33888,0,0,2%,24,21,24,0,0,11,80,14,105,77,77,0,75,71250,81,40,7,14,52,7,164,8200,46,115,87,58290,75%,16599,2649,15%,2300,13%,498,1%,2%,generate_country_csv_report_1725-01-01-01.csv
